Rank,Industry,Relative Strength,Diff,RS Momentum,RM_1W,RM_1M,RM_3M,RM_6M,Percentile,1 Week Ago,1 Month Ago,3 Months Ago,6 Months Ago,Tickers
1,Specialty Industrial Machinery,92.14,3.219999999999999,0.36,0.29,0.75,0.8,0.3,99,99,99,97,23,GEV
2,Software - Infrastructure,77.14,0.394999999999996,0.3,0.315,0.6399999999999999,0.62,0.355,97,97,97,99,99,"PLTR,MSFT"
3,Aerospace & Defense,28.863333333333333,0.8599999999999994,0.5766666666666667,0.48,0.5466666666666667,0.7433333333333333,0.39666666666666667,94,94,94,89,57,"GE,BA,RTX"
4,Banks - Diversified,25.61625,0.4250000000000007,0.675,0.6875,0.46125,0.5925,0.47875,91,91,83,80,69,"SAN,C,MUFG,HSBC,JPM,RY,WFC,BAC"
5,Internet Content & Information,24.863333333333333,2.700000000000003,0.6133333333333333,0.66,0.6233333333333334,0.59,0.33666666666666667,89,83,69,37,60,"GOOGL,GOOG,META"
6,Capital Markets,24.169999999999998,1.1733333333333285,0.5833333333333334,0.5933333333333333,0.48,0.5299999999999999,0.31666666666666665,86,89,87,66,63,"GS,MS,SCHW"
7,Semiconductors,19.013333333333332,1.543333333333333,0.5316666666666666,0.59,0.48666666666666664,0.5466666666666667,0.38166666666666665,83,77,77,26,11,"AMD,NVDA,TSM,ARM,TXN,QCOM"
8,Internet Retail,18.95,6.559999999999999,0.615,0.7450000000000001,0.515,0.29000000000000004,0.385,80,63,29,17,49,"PDD,AMZN"
9,Entertainment,18.69,-0.33999999999999986,0.59,0.5800000000000001,0.33,0.6699999999999999,0.45499999999999996,77,80,91,91,74,"NFLX,DIS"
10,Farm & Heavy Construction Machinery,18.49,-3.870000000000001,0.57,0.49,0.67,0.47,0.38,74,86,87,20,9,CAT
11,Communication Equipment,15.96,2.8500000000000014,0.42,0.49,0.44,0.66,0.59,71,66,80,74,89,CSCO
12,Credit Services,15.770000000000001,0.9733333333333345,0.7966666666666667,0.6699999999999999,0.3,0.49666666666666665,0.4033333333333333,69,71,60,69,66,"COF,AXP,V"
13,Asset Management,15.059999999999999,-1.0749999999999993,0.51,0.565,0.52,0.41,0.43,66,74,66,23,34,"BLK,BX"
14,Consumer Electronics,12.99,-1.3900000000000006,0.56,0.75,0.41500000000000004,0.51,0.605,63,69,43,57,77,"SONY,AAPL"
15,Other Industrial Metals & Mining,10.25,1.5700000000000003,0.67,0.77,0.45,0.29,0.5,60,46,23,3,6,BHP
16,Tobacco,10.17,-1.9900000000000002,0.44,0.56,0.28,0.92,0.56,57,60,71,94,97,PM
17,Software - Application,9.37,0.46399999999999864,0.446,0.48200000000000004,0.40199999999999997,0.5700000000000001,0.44399999999999995,54,49,63,71,54,"SHOP,UBER,SAP,INTU,ADBE"
18,Apparel Retail,9.22,-0.629999999999999,0.65,0.7,0.6,0.43,0.46,51,54,40,51,39,TJX
19,Telecom Services,8.363333333333335,-1.1999999999999975,0.6166666666666667,0.68,0.62,0.6533333333333333,0.62,49,51,49,63,80,"T,TMUS,VZ"
20,Oil & Gas Integrated,7.7700000000000005,1.5600000000000005,0.7600000000000001,0.6466666666666666,0.47000000000000003,0.39666666666666667,0.43333333333333335,46,34,34,9,14,"SHEL,CVX,XOM"
21,Medical Devices,6.775,0.010000000000000675,0.64,0.56,0.46,0.46499999999999997,0.53,43,37,51,49,71,"BSX,SYK"
22,Financial Data & Stock Exchanges,6.16,-1.29,0.42,0.38,0.61,0.47,0.44,40,40,54,34,46,SPGI
23,Home Improvement Retail,6.075,-2.0349999999999993,0.665,0.685,0.54,0.48,0.39,37,43,11,14,20,"LOW,HD"
24,Banks - Regional,5.8,-4.94,0.31,0.31,0.59,0.65,0.5,34,57,74,83,17,HDB
25,Restaurants,3.73,0.52,0.73,0.75,0.52,0.56,0.5,31,29,37,46,39,MCD
26,Specialty Chemicals,3.06,-0.16000000000000014,0.63,0.63,0.4,0.68,0.58,29,31,26,31,29,LIN
27,Insurance - Diversified,2.4450000000000003,2.2950000000000004,0.905,0.765,0.475,0.365,0.65,26,17,20,43,51,"BRK-A,BRK-B"
28,Information Technology Services,2.19,0.48,0.61,0.37,0.15,0.59,0.42,23,23,57,86,94,IBM
29,Drug Manufacturers - General,0.5211111111111109,-1.6144444444444446,0.6344444444444445,0.6433333333333333,0.4511111111111112,0.6344444444444445,0.7077777777777778,20,26,14,6,31,"GILD,NVS,JNJ,ABBV,AZN,PFE,AMGN,MRK,NVO"
30,Diagnostics & Research,0.10000000000000009,0.4850000000000001,0.63,0.6,0.56,0.385,0.54,17,11,1,1,1,"TMO,DHR"
31,Discount Stores,-0.06000000000000005,-1.6099999999999999,0.275,0.44999999999999996,0.535,0.69,0.4,14,20,46,77,91,"WMT,COST"
32,Semiconductor Equipment & Materials,-0.16,-0.24,0.58,0.75,0.25,0.42,0.46,11,14,3,11,3,ASML
33,Beverages - Non-Alcoholic,-1.99,-1.46,0.38,0.49,0.46,0.65,0.57,9,9,31,40,43,KO
34,Household & Personal Products,-2.895,-0.1549999999999998,0.6,0.645,0.43999999999999995,0.6950000000000001,0.52,6,6,9,29,26,"UL,PG"
35,Insurance - Property & Casualty,-10.1,-1.9699999999999989,0.53,0.52,0.39,0.56,0.76,3,3,17,60,83,PGR
36,Medical Instruments & Supplies,-12.0,1.2200000000000006,0.51,0.43,0.29,0.39,0.4,1,1,6,54,86,ISRG
